Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",21-12-82,2:38:00,Atlas-E/F Star-37S-ISS,DMSP 5D-2/F6,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",29-12-82,12:00:00,Cosmos-3M (11K65M),Cosmos 1427,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",12-01-83,14:02:00,Cosmos-3M (11K65M),Cosmos 1428,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-01-83,2:25:00,Cosmos-3M (11K65M),Cosmos 1429 to 1436,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",20-01-83,17:26:00,Vostok-2M,Cosmos 1437,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",25-01-83,12:00:00,Cosmos-3M (11K65M),Ta??foun n†­32,Retired,,Failure
MHI,"LA-Y1, Tanegashima Space Center, Japan",04-02-83,8:37:00,N-II Star-37E,Sakura 2a,Retired,,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",09-02-83,13:47:00,Atlas-H MSD,NOSS-5,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",16-02-83,10:03:00,Vostok-2M,Cosmos 1441,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",20-02-83,5:10:00,Mu-III S,Tenma,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",11-03-83,15:29:00,Molniya-M /Block ML,Molniya-3 n†­103,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",15-03-83,22:30:00,Cosmos-3MRB (65MRB),Cosmos 1445 (BOR-4 Space Shuttle),Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",16-03-83,18:14:00,Molniya-M /Block ML,Molniya-1 n†­104,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",24-03-83,20:55:00,Cosmos-3M (11K65M),Cosmos 1447,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",28-03-83,15:52:00,Atlas-E/F Star-37S-ISS,NOAA-E,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",30-03-83,1:10:00,Cosmos-3M (11K65M),Cosmos 1448,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",02-04-83,2:02:00,Molniya-M /Block ML,Molniya-1 n†­105,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",04-04-83,18:30:00,Space Shuttle Challenger,STS-6,Retired,450,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",06-04-83,12:00:00,Cosmos-3M (11K65M),Cosmos 1450,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",12-04-83,18:20:00,Cosmos-3M (11K65M),Cosmos 1452,Retired,,Success
ISRO,"SLV LP, Satish Dhawan Space Centre, India",17-04-83,5:44:00,SLV-3,Rohini RS-D2,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",17-04-83,18:45:00,Titan III(24)B,OPS 2925,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-04-83,12:00:00,Cosmos-3M (11K65M),Cosmos 1453,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",23-04-83,14:30:00,Tsyklon-3,Cosmos 1455,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",25-04-83,19:33:00,Molniya-M /Block 2BL,Cosmos 1456,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",04-05-83,,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",06-05-83,3:00:00,Cosmos-3M (11K65M),Cosmos 1459,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",07-05-83,10:30:00,Tsyklon-2,Cosmos 1461,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",19-05-83,12:00:00,Cosmos-3M (11K65M),Cosmos 1463,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",19-05-83,22:26:00,Atlas-SLV3D Centaur-D1AR,Intelsat V -506,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",24-05-83,2:59:00,Cosmos-3M (11K65M),Cosmos 1464,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",26-05-83,5:00:00,Cosmos-3M (11K65M),Cosmos 1465,Retired,,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",09-06-83,23:23:00,Atlas-H MSD,NOSS-6,Retired,,Success
ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",16-06-83,11:59:00,Ariane 1,ECS 1 & Oscar-10,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",18-06-83,11:33:00,Space Shuttle Challenger,STS-7,Retired,450,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",20-06-83,18:45:00,Titan 34D,OPS-0721 (KH-9),Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",22-06-83,23:58:00,Tsyklon-3,Cosmos 1470,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",01-07-83,,Molniya-M /Block SO-L,Prognoz n†­9,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",06-07-83,0:31:00,Cosmos-3M (11K65M),Cosmos 1473 to 1480,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",08-07-83,19:21:00,Molniya-M /Block 2BL,Cosmos 1481,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",14-07-83,10:21:00,Atlas-E/F SGS-2,GPS-8,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",19-07-83,15:14:00,Molniya-M /Block ML,Molniya-1 n†­106,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",24-07-83,5:50:00,Vostok-2M,Cosmos 1484,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",31-07-83,15:41:00,Titan III(34)B Agena-D,Jumpseat 7,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",03-08-83,12:40:00,Cosmos-3M (11K65M),Cosmos 1486,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",05-08-83,20:29:00,N-II Star-37E,Sakura 2b,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",19-08-83,6:00:00,Long March 2C,FSW-0 No.5,Active,30.8,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",30-08-83,22:49:00,Molniya-M /Block ML,Molniya-3 n†­107,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",31-08-83,6:30:00,Cosmos-3M (11K65M),Cosmos 1494,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",05-09-83,7:40:00,Space Shuttle Challenger,STS-8,Retired,450,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",28-09-83,7:59:00,Tsyklon-3,Cosmos 1500,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",30-09-83,11:00:00,Cosmos-3M (11K65M),Cosmos 1501,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",05-10-83,12:00:00,Cosmos-3M (11K65M),Cosmos 1502,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",12-10-83,0:20:00,Cosmos-3M (11K65M),Cosmos 1503,Retired,,Success
ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",19-10-83,0:45:00,Ariane 1,Intelsat 507,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",26-10-83,17:20:00,Cosmos-3M (11K65M),Cosmos 1506,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",28-10-83,9:00:00,Vostok-2M,Meteor-2 n†­11,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",29-10-83,8:30:00,Tsyklon-2,Cosmos 1507,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-11-83,12:30:00,Cosmos-3M (11K65M),Cosmos 1508,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",18-11-83,6:32:00,Atlas-E/F Star-37S-ISS,DMSP 5D-2/F7,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",23-11-83,16:45:00,Molniya-M /Block ML,Molniya-1 n†­108,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",24-11-83,12:33:00,Tsyklon-3,Cosmos 1510,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",28-11-83,16:00:00,Space Shuttle Columbia,STS-9,Retired,450,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08-12-83,6:13:00,Cosmos-3M (11K65M),Cosmos 1513,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",15-12-83,12:25:00,Tsyklon-3,Cosmos 1515,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",21-12-83,6:07:00,Molniya-M /Block ML,Molniya-3 n†­109,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",27-12-83,10:00:00,Cosmos-3MRB (65MRB),Cosmos 1517 (BOR-4 Space Shuttle),Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",28-12-83,3:48:00,Molniya-M /Block 2BL,Cosmos 1518,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",05-01-84,20:09:00,Cosmos-3M (11K65M),Cosmos 1522 to 1529,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-01-84,18:08:00,Cosmos-3M (11K65M),Cosmos 1531,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",23-01-84,7:58:00,N-II Star-37E,Yuri 2a,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",26-01-84,12:00:00,Cosmos-3M (11K65M),Cosmos 1534,Retired,,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",29-01-84,12:25:00,Long March 3,STTW 1 (Dong Fang Hong 2),Retired,,Partial Failure
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",31-01-84,3:08:00,Titan 34D,OPS-0441 (Vortex),Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",02-02-84,17:38:00,Cosmos-3M (11K65M),Cosmos 1535,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",03-02-84,13:00:00,Space Shuttle Challenger,STS-41-B,Retired,450,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",05-02-84,18:44:00,Atlas-H MSD,NOSS-7,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",08-02-84,9:23:00,Tsyklon-3,Cosmos 1536,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",14-02-84,8:00:00,Mu-III S,Ohzora,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",21-02-84,15:36:00,Cosmos-3M (11K65M),Cosmos 1538,Retired,,Success
ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",05-03-84,0:50:00,Ariane 1,Intelsat 508,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",06-03-84,17:10:00,Molniya-M /Block 2BL,Cosmos 1541,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",15-03-84,17:05:00,Tsyklon-3,Cosmos 1544,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",16-03-84,23:29:00,Molniya-M /Block ML,Molniya-1 n†­110,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",04-04-84,1:40:00,Molniya-M /Block 2BL,Cosmos 1547,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",06-04-84,13:58:00,Space Shuttle Challenger,STS-41-C,Retired,450,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",08-04-84,11:20:00,Long March 3,STTW 2 (Dong Fang Hong 2),Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",14-04-84,16:52:00,Titan 34D,DSP-11,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",17-04-84,17:45:00,Titan III(24)B,OPS 8424,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",04-05-84,,Cosmos-3MRB (65MRB),BOR-4 Shuttle,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-05-84,6:19:00,Cosmos-3M (11K65M),Cosmos 1550,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",17-05-84,14:43:00,Cosmos-3M (11K65M),Cosmos 1553,Retired,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",23-05-84,1:33:00,Ariane 1,Spacenet F1,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28-05-84,21:52:00,Cosmos-3M (11K65M),Cosmos 1559 to 1566,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",30-05-84,18:46:00,Tsyklon-2,Cosmos 1567,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",06-06-84,15:33:00,Molniya-M /Block 2BL,Cosmos 1569,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",06-06-84,,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",08-06-84,11:28:00,Cosmos-3M (11K65M),Cosmos 1570,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",09-06-84,23:03:00,Atlas-G Centaur-D1AR,Intelsat V -509,Retired,,Failure
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",13-06-84,11:37:00,Atlas-E/F SGS-2,GPS-9,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-06-84,19:40:00,Cosmos-3M (11K65M),Cosmos 1574,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",25-06-84,18:47:00,Titan 34D,USA-2 (KH-9),Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-06-84,4:59:00,Cosmos-3M (11K65M),Cosmos 1577,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",28-06-84,13:10:00,Cosmos-3M (11K65M),Cosmos 1578,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",03-07-84,21:30:00,Molniya-M /Block 2BL,Cosmos 1581,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",05-07-84,3:34:00,Tsyklon-3,Meteor-2 n†­11,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",02-08-84,8:38:00,Molniya-M /Block 2BL,Cosmos 1586,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",02-08-84,20:30:00,N-II Star-37E,Himawari 3,Retired,,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",04-08-84,13:32:00,Ariane 3,"Eutelsat-1 F2, Telecom 1A",Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",07-08-84,22:50:00,Tsyklon-2,Cosmos 1588,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",08-08-84,12:08:00,Tsyklon-3,Cosmos 1589,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",10-08-84,0:03:00,Molniya-M /Block ML,Molniya-1 n†­111,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24-08-84,8:26:00,Molniya-M /Block ML,Molniya-1 n†­112,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",28-08-84,0:00:00,Titan III(34)B Agena-D,Quasar 5,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",29-08-84,0:21:00,Tsyklon-2,Cosmos 1579,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",30-08-84,12:41:00,Space Shuttle Discovery,STS-41-D,Retired,450,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",07-09-84,19:12:00,Molniya-M /Block 2BL,Cosmos 1596,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",08-09-84,21:41:00,Atlas-E/F SGS-2,GPS-10,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",12-09-84,5:44:00,Long March 2C,FSW-0 No.6,Active,30.8,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",13-09-84,14:54:00,Cosmos-3M (11K65M),Cosmos 1598,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-09-84,9:30:00,Cosmos-3M (11K65M),Cosmos 1601,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",28-09-84,6:00:00,Tsyklon-3,Cosmos 1602,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",04-10-84,19:49:00,Molniya-M /Block 2BL,Cosmos 1604,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",05-10-84,11:03:00,Space Shuttle Challenger,STS-41-G,Retired,450,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-10-84,14:43:00,Cosmos-3M (11K65M),Cosmos 1605,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",18-10-84,17:46:00,Tsyklon-3,Cosmos 1606,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",31-10-84,12:29:00,Tsyklon-2,Cosmos 1607,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",08-11-84,12:15:00,Space Shuttle Discovery,STS-51-A,Retired,450,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",10-11-84,1:14:00,Ariane 3,"Spacenet 2, MARECS-2",Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",15-11-84,6:40:00,Cosmos-3M (11K65M),Cosmos 1610,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",27-11-84,14:22:00,Tsyklon-3,Meteor-3 n†­1a,Retired,,Partial Failure
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",04-12-84,18:03:00,Titan 34D,USA-6 (KH-11),Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",12-12-84,10:42:00,Atlas-E/F Star-37S-ISS,NOAA-F,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",14-12-84,20:40:00,Molniya-M /Block ML,Molniya-1 n†­113,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",19-12-84,3:55:00,Cosmos-3MRB (65MRB),Cosmos 1614 (BOR-4 Space Shuttle),Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",20-12-84,13:00:00,Cosmos-3M (11K65M),Cosmos 1615,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",22-12-84,0:02:00,Titan 34D,DSP-12,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",15-01-85,14:51:00,Tsyklon-3,Cosmos 1617 to 1622,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",15-01-85,17:46:00,Cosmos-3M (11K65M),Cosmos 1624,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",16-01-85,6:22:00,Molniya-M /Block ML,Molniya-3 n†­114,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",23-01-85,19:58:00,Tsyklon-2,Cosmos 1625,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",24-01-85,16:45:00,Tsyklon-3,Cosmos 1626,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",24-01-85,19:50:00,Space Shuttle Discovery,STS-51-C,Retired,450,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",01-02-85,19:36:00,Cosmos-3M (11K65M),Cosmos 1627,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",06-02-85,21:45:00,Tsyklon-3,Meteor-2 n†­12,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",07-02-85,19:26:00,Mu-III S2,Sakigake,Retired,,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",08-02-85,23:22:00,Ariane 3,"Arabsat-1A, Brasilsat-A1",Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",08-02-85,,Titan III(34)B Agena-D,Quasar 6,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",27-02-85,12:56:00,Cosmos-3M (11K65M),Cosmos 1631,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",05-03-85,15:39:00,Tsyklon-3,Cosmos 1633,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",13-03-85,2:00:00,Atlas-E/F OIS,Geosat,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",14-03-85,1:09:00,Cosmos-3M (11K65M),Cosmos 1634,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-03-85,0:08:00,Cosmos-3M (11K65M),Cosmos 1635 to 1642,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",22-03-85,23:55:00,Atlas-G Centaur-D1AR,Intelsat V -510,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",12-04-85,13:59:00,Space Shuttle Discovery,STS-51-D,Retired,450,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",13-04-85,8:00:00,Zenit-2,EPN 03.0694 n†­1,Retired,,Failure
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",17-04-85,,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",18-04-85,21:40:00,Tsyklon-2,Cosmos 1646,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",26-04-85,,Molniya-M /Block SO-L,Prognoz n†­10,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",06-05-85,16:02:00,Space Shuttle Challenger,STS-51-B,Retired,450,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",08-05-85,1:15:00,Ariane 3,"GStar-1, Telecom 1B",Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",29-05-85,7:40:00,Molniya-M /Block ML,Molniya-3 n†­115,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",30-05-85,1:14:00,Cosmos-3M (11K65M),Cosmos 1655,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",11-06-85,14:26:00,Molniya-M /Block 2BL,Cosmos 1658,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",12-06-85,15:09:00,Molniya-M /Block 2BL,Cosmos 1675,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",14-06-85,10:36:00,Tsyklon-3,Cosmos 1660,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",17-06-85,11:33:00,Space Shuttle Discovery,STS-51-G,Retired,450,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",18-06-85,0:40:00,Molniya-M /Block 2BL,Cosmos 1661,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-06-85,11:30:00,Cosmos-3M (11K65M),Cosmos 1662,Retired,,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",21-06-85,8:29:00,Zenit-2,EPN 03.0694 n†­2,Retired,,Failure
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",30-06-85,0:44:00,Atlas-G Centaur-D1AR,Intelsat V -511,Retired,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",02-07-85,11:23:00,Ariane 1,Giotto,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",08-07-85,23:40:00,Tsyklon-3,Cosmos 1666,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",17-07-85,1:05:00,Molniya-M /Block ML,Molniya-3 n†­116,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",25-07-85,21:00:00,Space Shuttle Challenger,STS-51-F,Retired,450,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",01-08-85,5:36:00,Tsyklon-2,Cosmos 1670,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",08-08-85,11:45:00,Tsyklon-3,Cosmos 1674,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",18-08-85,23:33:00,Mu-III S2,Suisei,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",22-08-85,19:28:00,Molniya-M /Block ML,Molniya-1 n†­117,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",23-08-85,22:33:00,Tsyklon-2,Cosmos 1677,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",27-08-85,10:58:00,Space Shuttle Discovery,STS-51-I,Retired,450,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",28-08-85,21:20:00,Titan 34D,KH-11,Retired,,Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",04-09-85,17:05:00,Cosmos-3M (11K65M),Cosmos 1680,Retired,,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",12-09-85,23:26:00,Ariane 3,"ECS 3, Spacenet 3",Retired,,Failure
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",19-09-85,1:32:00,Tsyklon-2,Cosmos 1682,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24-09-85,1:18:00,Molniya-M /Block 2BL,Cosmos 1684,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",28-09-85,23:17:00,Atlas-G Centaur-D1AR,Intelsat V -512,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",30-09-85,19:23:00,Molniya-M /Block 2BL,Cosmos 1687,Retired,,Success
